nama,kategori,latitude,longitude,geometry
undefined,Gedung Perkantoran,-6.2779368,106.7965035,POINT (106.7965035 -6.2779368)
undefined,Gedung Perkantoran,-6.2769623,106.7961067,POINT (106.7961067 -6.2769623)
Jasa Site Plan,Gedung Perkantoran,-6.2887533,106.7743663,POINT (106.7743663 -6.2887533)
undefined,Gedung Perkantoran,-6.2853431,106.7734169,POINT (106.7734169 -6.2853431)
Safin Inn Cipete,Hotel,-6.2669213,106.8027478,POINT (106.8027478 -6.2669213)
undefined,Gedung Perkantoran,-6.2641241,106.7989488,POINT (106.7989488 -6.2641241)
undefined,Gedung Perkantoran,-6.2641079,106.7982944,POINT (106.7982944 -6.2641079)
undefined,Gedung Perkantoran,-6.2636759,106.7988635,POINT (106.7988635 -6.2636759)
undefined,Gedung Perkantoran,-6.263236,106.7972542,POINT (106.7972542 -6.263236)
undefined,Gedung Perkantoran,-6.2612309,106.7968033,POINT (106.7968033 -6.2612309)
undefined,Gedung Perkantoran,-6.259872,106.7976397,POINT (106.7976397 -6.259872)
Ninja,Gedung Perkantoran,-6.2542046,106.8012671,POINT (106.8012671 -6.2542046)
The 101 Hotel,Hotel,-6.2539123,106.8018157,POINT (106.8018157 -6.2539123)
Hotel Sutasoma,Hotel,-6.2538505,106.7981078,POINT (106.7981078 -6.2538505)
Pondok Indah Residence,Apartemen,-6.264758,106.7804468,POINT (106.7804468 -6.264758)
Rumah Zakat,Gedung Perkantoran,-6.258965,106.7894414,POINT (106.7894414 -6.258965)
Graha Mentari,Gedung Perkantoran,-6.2587827,106.777732,POINT (106.777732 -6.2587827)
PT Dimensi Procipta Indonesia (DP Haus),Gedung Perkantoran,-6.258654,106.789522,POINT (106.789522 -6.258654)
Kudo,Gedung Perkantoran,-6.2534255,106.7909183,POINT (106.7909183 -6.2534255)
Kantor Notaris/PPAT Yeldi Anwar,Gedung Perkantoran,-6.25102,106.7914771,POINT (106.7914771 -6.25102)
ETrading Securities,Gedung Perkantoran,-6.2498364,106.7918979,POINT (106.7918979 -6.2498364)
undefined,Gedung Perkantoran,-6.2494829,106.7784319,POINT (106.7784319 -6.2494829)
Sheraton Grand Jakarta Gandaria City Hotel,Hotel,-6.2452177,106.7830538,POINT (106.7830538 -6.2452177)
Gran Mahakam Hotel,Hotel,-6.244778,106.7951832,POINT (106.7951832 -6.244778)
Fortune Hotel SPA & Lounge,Hotel,-6.2537202,106.8001343,POINT (106.8001343 -6.2537202)
The Dharmawangsa,Hotel,-6.2533599,106.8052625,POINT (106.8052625 -6.2533599)
Bimasena,Hotel,-6.2526701,106.80381,POINT (106.80381 -6.2526701)
Amaris Hotel Panglima Polim 2,Hotel,-6.2522772,106.797541,POINT (106.797541 -6.2522772)
undefined,Gedung Perkantoran,-6.2481051,106.8076679,POINT (106.8076679 -6.2481051)
undefined,Gedung Perkantoran,-6.2476836,106.8079122,POINT (106.8079122 -6.2476836)
Baraya Travel,Gedung Perkantoran,-6.247557,106.805059,POINT (106.805059 -6.247557)
Golden Boutique Hotel Melawai,Hotel,-6.2470308,106.798736,POINT (106.798736 -6.2470308)
Amaris Hotel Panglima Polim,Hotel,-6.2462701,106.7988528,POINT (106.7988528 -6.2462701)
NEO Hotel Melawai - Jakarta,Hotel,-6.2456454,106.7981983,POINT (106.7981983 -6.2456454)
undefined,Gedung Perkantoran,-6.3498342,106.8185162,POINT (106.8185162 -6.3498342)
Rumah Kamang Residence,Hotel,-6.3045421,106.8169443,POINT (106.8169443 -6.3045421)
PT. Control Systems Arena Para Nusa,Gedung Perkantoran,-6.2912763,106.8191898,POINT (106.8191898 -6.2912763)
AAPL Indonesia Crew,Gedung Perkantoran,-6.2878107,106.8187397,POINT (106.8187397 -6.2878107)
graha str building,Gedung Perkantoran,-6.2876174,106.8188496,POINT (106.8188496 -6.2876174)
undefined,Gedung Perkantoran,-6.2793906,106.8197897,POINT (106.8197897 -6.2793906)
NEO Hotel Tendean - Jakarta,Hotel,-6.2387753,106.8176696,POINT (106.8176696 -6.2387753)
undefined,Gedung Perkantoran,-6.2335932,106.821637,POINT (106.821637 -6.2335932)
Four Seasons,Hotel,-6.2326611,106.8194693,POINT (106.8194693 -6.2326611)
undefined,Gedung Perkantoran,-6.2314948,106.8215968,POINT (106.8215968 -6.2314948)
undefined,Gedung Perkantoran,-6.2952313,106.8143577,POINT (106.8143577 -6.2952313)
PT Epson Indonesia,Gedung Perkantoran,-6.2952035,106.8153228,POINT (106.8153228 -6.2952035)
PT. Nagata Bisma Shakti,Gedung Perkantoran,-6.2932354,106.8158118,POINT (106.8158118 -6.2932354)
Aloft Jakarta Simatupang,Hotel,-6.2917317,106.8161961,POINT (106.8161961 -6.2917317)
PT Greentek Indonesia,Gedung Perkantoran,-6.290671,106.8106605,POINT (106.8106605 -6.290671)
TransTRACK.ID,Gedung Perkantoran,-6.2906328,106.8097357,POINT (106.8097357 -6.2906328)
Medecins Sans Frontieres,Gedung Perkantoran,-6.2820149,106.8131817,POINT (106.8131817 -6.2820149)
undefined,Gedung Perkantoran,-6.2787612,106.8137216,POINT (106.8137216 -6.2787612)
Yayasan KEHATI,Gedung Perkantoran,-6.2787345,106.8139142,POINT (106.8139142 -6.2787345)
undefined,Gedung Perkantoran,-6.2781284,106.8140022,POINT (106.8140022 -6.2781284)
undefined,Gedung Perkantoran,-6.2781149,106.8140226,POINT (106.8140226 -6.2781149)
Cosmo Amaroossa Hotel,Hotel,-6.2764538,106.8086077,POINT (106.8086077 -6.2764538)
Sekretariat DPP HIMKI,Gedung Perkantoran,-6.2751131,106.8162078,POINT (106.8162078 -6.2751131)
Advokat Ucok Adenan Hasibuan & Partners,Gedung Perkantoran,-6.2750522,106.8160885,POINT (106.8160885 -6.2750522)
undefined,Hotel,-6.2541388,106.8137475,POINT (106.8137475 -6.2541388)
Hotel Kuretakeso Kemang,Hotel,-6.2540413,106.8142681,POINT (106.8142681 -6.2540413)
DHL Logistics,Gedung Perkantoran,-6.2444769,106.8094601,POINT (106.8094601 -6.2444769)
Conclave,Gedung Perkantoran,-6.2399368,106.8148313,POINT (106.8148313 -6.2399368)
F/F Entertainment,Gedung Perkantoran,-6.2375076,106.8160199,POINT (106.8160199 -6.2375076)
undefined,Gedung Perkantoran,-6.2358857,106.8140218,POINT (106.8140218 -6.2358857)
Telkomsel,Gedung Perkantoran,-6.2308493,106.8177791,POINT (106.8177791 -6.2308493)
undefined,Gedung Perkantoran,-6.2302042,106.8209121,POINT (106.8209121 -6.2302042)
undefined,Gedung Perkantoran,-6.2300571,106.8208161,POINT (106.8208161 -6.2300571)
undefined,Gedung Perkantoran,-6.2299682,106.8205363,POINT (106.8205363 -6.2299682)
undefined,Gedung Perkantoran,-6.2299311,106.8207398,POINT (106.8207398 -6.2299311)
undefined,Gedung Perkantoran,-6.2298426,106.8206816,POINT (106.8206816 -6.2298426)
Fave Hotel Jakarta Gatot Subroto,Hotel,-6.2273731,106.8200559,POINT (106.8200559 -6.2273731)
d+a coworking,Gedung Perkantoran,-6.2267705,106.8193481,POINT (106.8193481 -6.2267705)
undefined,Gedung Perkantoran,-6.2255214,106.8175388,POINT (106.8175388 -6.2255214)
undefined,Gedung Perkantoran,-6.2251265,106.8173987,POINT (106.8173987 -6.2251265)
Dattabot,Gedung Perkantoran,-6.232635,106.8117586,POINT (106.8117586 -6.232635)
Badan Koordinasi Penanaman Modal,Gedung Perkantoran,-6.2267054,106.8162047,POINT (106.8162047 -6.2267054)
Kedutaan besar Yordania,Gedung Perkantoran,-6.2247246,106.8110376,POINT (106.8110376 -6.2247246)
"Taipei Economic and Trade Office, Jakarta, Indonesia",Gedung Perkantoran,-6.2246335,106.8109867,POINT (106.8109867 -6.2246335)
The Ritz-Carlton Jakarta,Hotel,-6.2237809,106.8098165,POINT (106.8098165 -6.2237809)
undefined,Gedung Perkantoran,-6.2233232,106.808436,POINT (106.808436 -6.2233232)
undefined,Gedung Perkantoran,-6.2232348,106.808576,POINT (106.808576 -6.2232348)
Artotel,Hotel,-6.2215263,106.8150855,POINT (106.8150855 -6.2215263)
undefined,Gedung Perkantoran,-6.2175647,106.81292,POINT (106.81292 -6.2175647)
LINE Plus Indonesia Office Building,Gedung Perkantoran,-6.21746,106.812861,POINT (106.812861 -6.21746)
Hotel STC Senayan,Hotel,-6.2276297,106.7988447,POINT (106.7988447 -6.2276297)
Sentral Senayan 3,Gedung Perkantoran,-6.2274661,106.7990056,POINT (106.7990056 -6.2274661)
undefined,Gedung Perkantoran,-6.2271448,106.800941,POINT (106.800941 -6.2271448)
LINE Indonesia,Gedung Perkantoran,-6.2259877,106.80664,POINT (106.80664 -6.2259877)
Harris Suites fX Sudirman - Jakarta,Hotel,-6.2253018,106.8038892,POINT (106.8038892 -6.2253018)
undefined,Hotel,-6.2246544,106.8038686,POINT (106.8038686 -6.2246544)
undefined,Gedung Perkantoran,-6.2234506,106.8082597,POINT (106.8082597 -6.2234506)
Bursa Efek Indonesia,Gedung Perkantoran,-6.2233971,106.8079527,POINT (106.8079527 -6.2233971)
Mission of New Zealand to Association of South East Asian Nations,Gedung Perkantoran,-6.2213697,106.7982922,POINT (106.7982922 -6.2213697)
Embassy of New Zealand,Gedung Perkantoran,-6.2211358,106.7982872,POINT (106.7982872 -6.2211358)
undefined,Gedung Perkantoran,-6.2244775,106.8253861,POINT (106.8253861 -6.2244775)
undefined,Gedung Perkantoran,-6.2238057,106.8227334,POINT (106.8227334 -6.2238057)
undefined,Gedung Perkantoran,-6.2237805,106.8229389,POINT (106.8229389 -6.2237805)
undefined,Gedung Perkantoran,-6.2236481,106.822505,POINT (106.822505 -6.2236481)
undefined,Gedung Perkantoran,-6.2236027,106.8229351,POINT (106.8229351 -6.2236027)
undefined,Gedung Perkantoran,-6.2235952,106.8227248,POINT (106.8227248 -6.2235952)
"Koléga x MarkPlus, Satrio",Gedung Perkantoran,-6.222648,106.8229571,POINT (106.8229571 -6.222648)
Home Living Indonesia,Gedung Perkantoran,-6.2224037,106.8227733,POINT (106.8227733 -6.2224037)
Solusi 24/7,Gedung Perkantoran,-6.2223759,106.8226953,POINT (106.8226953 -6.2223759)
Ayaka Suites,Hotel,-6.2210362,106.8241716,POINT (106.8241716 -6.2210362)
undefined,Gedung Perkantoran,-6.2245793,106.8169412,POINT (106.8169412 -6.2245793)
undefined,Gedung Perkantoran,-6.224529,106.8168904,POINT (106.8168904 -6.224529)
undefined,Gedung Perkantoran,-6.2245032,106.8171589,POINT (106.8171589 -6.2245032)
Kedutaan Kroasia,Gedung Perkantoran,-6.2244311,106.8169576,POINT (106.8169576 -6.2244311)
PT. Tokopedia,Gedung Perkantoran,-6.2212174,106.8193535,POINT (106.8193535 -6.2212174)
undefined,Hotel,-6.2211973,106.8216463,POINT (106.8216463 -6.2211973)
undefined,Hotel,-6.2194979,106.8202089,POINT (106.8202089 -6.2194979)
Boston Consulting Group,Gedung Perkantoran,-6.2171292,106.8181458,POINT (106.8181458 -6.2171292)
undefined,Gedung Perkantoran,-6.2169564,106.8183224,POINT (106.8183224 -6.2169564)
undefined,Gedung Perkantoran,-6.2168505,106.8180633,POINT (106.8180633 -6.2168505)
undefined,Gedung Perkantoran,-6.2168187,106.8183585,POINT (106.8183585 -6.2168187)
undefined,Gedung Perkantoran,-6.2167692,106.818254,POINT (106.818254 -6.2167692)
Hexa Conservation Indonesia,Gedung Perkantoran,-6.2166455,106.8178634,POINT (106.8178634 -6.2166455)
Upscale Suites,Hotel,-6.2164999,106.8194447,POINT (106.8194447 -6.2164999)
Kedutaan Besar Guatemala,Gedung Perkantoran,-6.2153005,106.8203804,POINT (106.8203804 -6.2153005)
Kedutaan Besar Kanada,Gedung Perkantoran,-6.2152952,106.8204412,POINT (106.8204412 -6.2152952)
Kedutaan Besar Panama,Gedung Perkantoran,-6.2152448,106.8203124,POINT (106.8203124 -6.2152448)
Kedutaan Besar Ekuador,Gedung Perkantoran,-6.2152132,106.820394,POINT (106.820394 -6.2152132)
Kedutaan Besar Irlandia,Gedung Perkantoran,-6.2151894,106.8203231,POINT (106.8203231 -6.2151894)
undefined,Gedung Perkantoran,-6.2144057,106.8175266,POINT (106.8175266 -6.2144057)
Kedutaan Besar Republik Afrika Selatan,Gedung Perkantoran,-6.2174406,106.8127785,POINT (106.8127785 -6.2174406)
McKinsey & Company,Gedung Perkantoran,-6.2173253,106.8130071,POINT (106.8130071 -6.2173253)
undefined,Gedung Perkantoran,-6.2172693,106.8128459,POINT (106.8128459 -6.2172693)
Kedutaan besar Kolombia,Gedung Perkantoran,-6.2168282,106.8164902,POINT (106.8164902 -6.2168282)
The Orient Jakarta,Hotel,-6.2157683,106.8161664,POINT (106.8161664 -6.2157683)
Park Royal Apartment,Apartemen,-6.2125641,106.8092413,POINT (106.8092413 -6.2125641)
undefined,Gedung Perkantoran,-6.2109419,106.8156784,POINT (106.8156784 -6.2109419)
"UnionSPACE - Menara Batavia, Jakarta Pusat",Gedung Perkantoran,-6.2107296,106.8155126,POINT (106.8155126 -6.2107296)
TCC Batavia,Gedung Perkantoran,-6.2103752,106.8156419,POINT (106.8156419 -6.2103752)
GrabTaxi (Benhil),Gedung Perkantoran,-6.2091769,106.8122488,POINT (106.8122488 -6.2091769)
Bintaro Park View Marketing Office,Gedung Perkantoran,-6.257966,106.7594955,POINT (106.7594955 -6.257966)
Grha SanQua,Gedung Perkantoran,-6.2571004,106.7644709,POINT (106.7644709 -6.2571004)
Fontana Hotel,Hotel,-6.2382109,106.7714347,POINT (106.7714347 -6.2382109)
undefined,Gedung Perkantoran,-6.2365929,106.7547618,POINT (106.7547618 -6.2365929)
Apartemen Permata Eksekutif,Apartemen,-6.2168119,106.7644779,POINT (106.7644779 -6.2168119)
undefined,Hotel,-6.2454783,106.7989138,POINT (106.7989138 -6.2454783)
Favehotel Melawai Blok M,Hotel,-6.2444589,106.8014773,POINT (106.8014773 -6.2444589)
Ambhara Hotel Jakarta,Hotel,-6.2433604,106.803287,POINT (106.803287 -6.2433604)
38 Prima Hotel,Hotel,-6.2427957,106.8014996,POINT (106.8014996 -6.2427957)
PT. BISMA DHARMA KENCANA,Gedung Perkantoran,-6.2415108,106.8020548,POINT (106.8020548 -6.2415108)
Aditya Mansions,Apartemen,-6.2414286,106.8037334,POINT (106.8037334 -6.2414286)
Divisi Humas Polri,Gedung Perkantoran,-6.2383547,106.8039067,POINT (106.8039067 -6.2383547)
undefined,Gedung Perkantoran,-6.2325051,106.8017562,POINT (106.8017562 -6.2325051)
Kedutaan Besar Papua Niugini,Gedung Perkantoran,-6.22802,106.799729,POINT (106.799729 -6.22802)
"UnionSPACE - SCBD District 8, Jakarta Selatan",Gedung Perkantoran,-6.227896,106.8058911,POINT (106.8058911 -6.227896)
Gandaria 8 Office Tower,Gedung Perkantoran,-6.2427923,106.7833496,POINT (106.7833496 -6.2427923)
undefined,Gedung Perkantoran,-6.2425715,106.7959778,POINT (106.7959778 -6.2425715)
K&K Advocates,Gedung Perkantoran,-6.2396776,106.7957645,POINT (106.7957645 -6.2396776)
Veranda Hotel,Hotel,-6.2395907,106.7858187,POINT (106.7858187 -6.2395907)
JNE,Gedung Perkantoran,-6.2388828,106.784138,POINT (106.784138 -6.2388828)
undefined,Gedung Perkantoran,-6.2381124,106.7836923,POINT (106.7836923 -6.2381124)
Pakubuwono Residence (Main Entrance),Apartemen,-6.2374013,106.7866327,POINT (106.7866327 -6.2374013)
Sommerset Berlian Jakarta,Hotel,-6.2234396,106.7817469,POINT (106.7817469 -6.2234396)
Sunbreeze Hotel,Hotel,-6.2232425,106.7906829,POINT (106.7906829 -6.2232425)
undefined,Gedung Perkantoran,-6.2230767,106.7939669,POINT (106.7939669 -6.2230767)
Airy rooms/ wisma,Hotel,-6.2229816,106.7780708,POINT (106.7780708 -6.2229816)
Rukan Permata Senayan,Gedung Perkantoran,-6.2218916,106.791198,POINT (106.791198 -6.2218916)
The Bellezza Suites,Hotel,-6.2213906,106.7817984,POINT (106.7817984 -6.2213906)
Graha Pena,Gedung Perkantoran,-6.2150741,106.7777897,POINT (106.7777897 -6.2150741)
Kompas TV,Gedung Perkantoran,-6.209012,106.794027,POINT (106.794027 -6.209012)
PopBox,Gedung Perkantoran,-6.2060608,106.7963252,POINT (106.7963252 -6.2060608)
Bina Nusantara Computer Club,Gedung Perkantoran,-6.2035078,106.7830258,POINT (106.7830258 -6.2035078)
Teach For Indonesia,Gedung Perkantoran,-6.2020522,106.7813501,POINT (106.7813501 -6.2020522)
Sekretariat TKN Prabowo - Gibran,Gedung Perkantoran,-6.192768,106.7966863,POINT (106.7966863 -6.192768)
Apartment Menara Kb. Jeruk,Apartemen,-6.1867827,106.7778106,POINT (106.7778106 -6.1867827)
Webhozz,Gedung Perkantoran,-6.2167252,106.7701708,POINT (106.7701708 -6.2167252)
PT. Insatek Maju Bersama - Rep. Jakarta,Gedung Perkantoran,-6.2150287,106.7252225,POINT (106.7252225 -6.2150287)
Graha Tedja,Gedung Perkantoran,-6.2096261,106.7710499,POINT (106.7710499 -6.2096261)
undefined,Gedung Perkantoran,-6.1987146,106.763855,POINT (106.763855 -6.1987146)
undefined,Gedung Perkantoran,-6.1982742,106.7674678,POINT (106.7674678 -6.1982742)
undefined,Gedung Perkantoran,-6.1972412,106.7508097,POINT (106.7508097 -6.1972412)
Kompas Gramedia Majalah,Gedung Perkantoran,-6.1947583,106.7687183,POINT (106.7687183 -6.1947583)
Prisma Ballroom Wedding Hall,Gedung Perkantoran,-6.1936965,106.7598179,POINT (106.7598179 -6.1936965)
Apartemen Puri Park View,Apartemen,-6.1919672,106.7559649,POINT (106.7559649 -6.1919672)
Wisma Akr,Gedung Perkantoran,-6.1916719,106.7683875,POINT (106.7683875 -6.1916719)
undefined,Gedung Perkantoran,-6.2013472,106.8073505,POINT (106.8073505 -6.2013472)
PT. Navita Origo Inovator,Gedung Perkantoran,-6.2009562,106.7984766,POINT (106.7984766 -6.2009562)
PT. Lautan Otsuka Chemical,Gedung Perkantoran,-6.1999142,106.8000713,POINT (106.8000713 -6.1999142)
Hotel Santika Premiere Slipi Jakarta,Hotel,-6.1984667,106.8025222,POINT (106.8025222 -6.1984667)
Wisma Barito Pacific,Gedung Perkantoran,-6.197396,106.7983386,POINT (106.7983386 -6.197396)
undefined,Gedung Perkantoran,-6.1930813,106.7977706,POINT (106.7977706 -6.1930813)
undefined,Hotel,-6.1906694,106.8067185,POINT (106.8067185 -6.1906694)
Mitsubishi,Gedung Perkantoran,-6.1903883,106.7975814,POINT (106.7975814 -6.1903883)
Blibli.com Merchant Corner,Gedung Perkantoran,-6.189576,106.8048353,POINT (106.8048353 -6.189576)
undefined,Gedung Perkantoran,-6.1893225,106.8065222,POINT (106.8065222 -6.1893225)
Kawan Lama,Gedung Perkantoran,-6.1908239,106.7434699,POINT (106.7434699 -6.1908239)
Gedung Sastra Graha,Gedung Perkantoran,-6.1904646,106.766,POINT (106.766 -6.1904646)
Pro-Int Dinamika,Gedung Perkantoran,-6.1885171,106.7385968,POINT (106.7385968 -6.1885171)
LIPPO ST MORITZ OFFICE TOWER,Gedung Perkantoran,-6.1884269,106.7385661,POINT (106.7385661 -6.1884269)
undefined,Gedung Perkantoran,-6.1883648,106.7732824,POINT (106.7732824 -6.1883648)
FedEx Duri Kepa,Gedung Perkantoran,-6.188152,106.7693693,POINT (106.7693693 -6.188152)
UPPD & PTSP Kembangan,Gedung Perkantoran,-6.1866444,106.7373694,POINT (106.7373694 -6.1866444)
Graha Jetcoms,Gedung Perkantoran,-6.1864861,106.7616177,POINT (106.7616177 -6.1864861)
undefined,Gedung Perkantoran,-6.185182,106.768735,POINT (106.768735 -6.185182)
favehotel Puri Indah,Hotel,-6.1828896,106.7512565,POINT (106.7512565 -6.1828896)
undefined,Gedung Perkantoran,-6.188962,106.7998165,POINT (106.7998165 -6.188962)
Graha XL S Parman,Gedung Perkantoran,-6.1866973,106.7972947,POINT (106.7972947 -6.1866973)
Twin Plaza Hotel,Hotel,-6.1826158,106.7971419,POINT (106.7971419 -6.1826158)
Kredivo Operations Office,Gedung Perkantoran,-6.1786649,106.7969325,POINT (106.7969325 -6.1786649)
undefined,Gedung Perkantoran,-6.178304,106.7987972,POINT (106.7987972 -6.178304)
undefined,Gedung Perkantoran,-6.1781437,106.7979475,POINT (106.7979475 -6.1781437)
undefined,Gedung Perkantoran,-6.1778803,106.7983944,POINT (106.7983944 -6.1778803)
undefined,Gedung Perkantoran,-6.1777476,106.7986005,POINT (106.7986005 -6.1777476)
undefined,Gedung Perkantoran,-6.1775844,106.7987865,POINT (106.7987865 -6.1775844)
undefined,Gedung Perkantoran,-6.1769095,106.8008235,POINT (106.8008235 -6.1769095)
undefined,Gedung Perkantoran,-6.1867806,106.7964727,POINT (106.7964727 -6.1867806)
undefined,Gedung Perkantoran,-6.1866019,106.7963979,POINT (106.7963979 -6.1866019)
Studio Ubud,Gedung Perkantoran,-6.1865201,106.7779376,POINT (106.7779376 -6.1865201)
undefined,Gedung Perkantoran,-6.1851165,106.7821764,POINT (106.7821764 -6.1851165)
DPP Partai Golkar,Gedung Perkantoran,-6.1849854,106.7938107,POINT (106.7938107 -6.1849854)
B Fashion Hotel,Hotel,-6.1818293,106.7921331,POINT (106.7921331 -6.1818293)
Sekretariat RW 07 (Front Office Taman Anggrek),Gedung Perkantoran,-6.1788679,106.7919629,POINT (106.7919629 -6.1788679)
Pusri Wisma 101,Gedung Perkantoran,-6.1787264,106.7963404,POINT (106.7963404 -6.1787264)
BNI Central Park,Gedung Perkantoran,-6.1785631,106.7890427,POINT (106.7890427 -6.1785631)
undefined,Gedung Perkantoran,-6.1780477,106.7848675,POINT (106.7848675 -6.1780477)
undefined,Gedung Perkantoran,-6.1779294,106.7957935,POINT (106.7957935 -6.1779294)
Telkomsel,Gedung Perkantoran,-6.177494,106.7912452,POINT (106.7912452 -6.177494)
"Anugerah Adhikarya Ajaib, PT",Gedung Perkantoran,-6.1763423,106.7837684,POINT (106.7837684 -6.1763423)
Sansure,Gedung Perkantoran,-6.1758014,106.7899374,POINT (106.7899374 -6.1758014)
Telkom Indonesia,Gedung Perkantoran,-6.1756934,106.7930057,POINT (106.7930057 -6.1756934)
Godrej,Gedung Perkantoran,-6.1745838,106.7888781,POINT (106.7888781 -6.1745838)
MSTRI FM 104.2,Gedung Perkantoran,-6.1736309,106.7844525,POINT (106.7844525 -6.1736309)
PENABUR ESOL Centre,Gedung Perkantoran,-6.1731631,106.7882304,POINT (106.7882304 -6.1731631)
undefined,Gedung Perkantoran,-6.1726024,106.7902058,POINT (106.7902058 -6.1726024)
undefined,Hotel,-6.172295,106.7901088,POINT (106.7901088 -6.172295)
Kedutaan besar Timor Leste,Gedung Perkantoran,-6.2136693,106.8200801,POINT (106.8200801 -6.2136693)
Prasada Mansion,Hotel,-6.213392,106.8218783,POINT (106.8218783 -6.213392)
undefined,Gedung Perkantoran,-6.2128094,106.8204248,POINT (106.8204248 -6.2128094)
undefined,Hotel,-6.2121616,106.8173695,POINT (106.8173695 -6.2121616)
Acibadem,Gedung Perkantoran,-6.2120327,106.820719,POINT (106.820719 -6.2120327)
Sahid Sudirman Center,Gedung Perkantoran,-6.21087,106.8186038,POINT (106.8186038 -6.21087)
undefined,Gedung Perkantoran,-6.2106864,106.8184965,POINT (106.8184965 -6.2106864)
undefined,Gedung Perkantoran,-6.2106594,106.8186155,POINT (106.8186155 -6.2106594)
MidPlaza,Gedung Perkantoran,-6.209796,106.8209618,POINT (106.8209618 -6.209796)
Flow Coworking,Gedung Perkantoran,-6.2092862,106.8210437,POINT (106.8210437 -6.2092862)
Biznet Networks,Gedung Perkantoran,-6.2091672,106.8204664,POINT (106.8204664 -6.2091672)
Delegation of the European Union,Gedung Perkantoran,-6.2072331,106.821557,POINT (106.821557 -6.2072331)
Delegation of the European Union,Gedung Perkantoran,-6.2071804,106.821555,POINT (106.821555 -6.2071804)
undefined,Gedung Perkantoran,-6.2071018,106.8213448,POINT (106.8213448 -6.2071018)
undefined,Gedung Perkantoran,-6.2067835,106.8215519,POINT (106.8215519 -6.2067835)
undefined,Gedung Perkantoran,-6.2060676,106.8216552,POINT (106.8216552 -6.2060676)
Kedutaan besar Costa Rica,Gedung Perkantoran,-6.2059862,106.8215327,POINT (106.8215327 -6.2059862)
undefined,Gedung Perkantoran,-6.2059776,106.8216708,POINT (106.8216708 -6.2059776)
undefined,Gedung Perkantoran,-6.2058505,106.8216956,POINT (106.8216956 -6.2058505)
World Food Programme,Gedung Perkantoran,-6.2058491,106.8212849,POINT (106.8212849 -6.2058491)
Dewan Perwakilan Rakyat / Majelis Permusyawaratan Rakyat,Gedung Perkantoran,-6.2099308,106.8007426,POINT (106.8007426 -6.2099308)
Sawana Suites,Hotel,-6.2084968,106.8059879,POINT (106.8059879 -6.2084968)
undefined,Gedung Perkantoran,-6.2067775,106.8004224,POINT (106.8004224 -6.2067775)
undefined,Gedung Perkantoran,-6.2058032,106.8029067,POINT (106.8029067 -6.2058032)
undefined,Hotel,-6.2042613,106.8051904,POINT (106.8051904 -6.2042613)
undefined,Hotel,-6.2034367,106.8060557,POINT (106.8060557 -6.2034367)
BPJS Kesehatan / BPJS Ketenagakerjaan,Gedung Perkantoran,-6.2027453,106.8010767,POINT (106.8010767 -6.2027453)
undefined,Gedung Perkantoran,-6.2026928,106.8011765,POINT (106.8011765 -6.2026928)
PT. Karya Mentari Seraya,Gedung Perkantoran,-6.2016295,106.8008489,POINT (106.8008489 -6.2016295)
undefined,Gedung Perkantoran,-6.2015217,106.8070606,POINT (106.8070606 -6.2015217)
undefined,Gedung Perkantoran,-6.2060792,106.8158817,POINT (106.8158817 -6.2060792)
UPPD Tanah Abang,Gedung Perkantoran,-6.1997602,106.8143284,POINT (106.8143284 -6.1997602)
Lazada Tanah Abang,Gedung Perkantoran,-6.198739,106.81506,POINT (106.81506 -6.198739)
Christin Wu,Gedung Perkantoran,-6.19721,106.8157297,POINT (106.8157297 -6.19721)
RedDoorz,Hotel,-6.1958216,106.8146163,POINT (106.8146163 -6.1958216)
undefined,Hotel,-6.1944934,106.8140962,POINT (106.8140962 -6.1944934)
undefined,Gedung Perkantoran,-6.1941094,106.8139271,POINT (106.8139271 -6.1941094)
undefined,Hotel,-6.1934933,106.8141793,POINT (106.8141793 -6.1934933)
undefined,Hotel,-6.1917964,106.8145315,POINT (106.8145315 -6.1917964)
Hotel Mustika,Hotel,-6.1898013,106.8129075,POINT (106.8129075 -6.1898013)
The City Tower,Gedung Perkantoran,-6.1991467,106.823518,POINT (106.823518 -6.1991467)
Kedutaan besar Chili,Gedung Perkantoran,-6.1990381,106.8235949,POINT (106.8235949 -6.1990381)
undefined,Gedung Perkantoran,-6.198523,106.8226836,POINT (106.8226836 -6.198523)
undefined,Gedung Perkantoran,-6.1984394,106.8226548,POINT (106.8226548 -6.1984394)
undefined,Gedung Perkantoran,-6.1983497,106.8226411,POINT (106.8226411 -6.1983497)
undefined,Gedung Perkantoran,-6.1982484,106.8226443,POINT (106.8226443 -6.1982484)
undefined,Gedung Perkantoran,-6.1981504,106.82265,POINT (106.82265 -6.1981504)
undefined,Gedung Perkantoran,-6.1966604,106.8224492,POINT (106.8224492 -6.1966604)
undefined,Hotel,-6.195729,106.8224515,POINT (106.8224515 -6.195729)
Mercedes-Benz,Gedung Perkantoran,-6.1957138,106.8241935,POINT (106.8241935 -6.1957138)
undefined,Gedung Perkantoran,-6.2058315,106.8215629,POINT (106.8215629 -6.2058315)
undefined,Hotel,-6.2004327,106.8206848,POINT (106.8206848 -6.2004327)
Hotel Indonesia Kempinski,Hotel,-6.1952375,106.8221687,POINT (106.8221687 -6.1952375)
Amaris Hotel Thamrin City,Hotel,-6.1945344,106.817966,POINT (106.817966 -6.1945344)
